requestedUrl,finalUrl,category,name,title,type,score
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","performance-score","Overall Performance Category Score","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","first-contentful-paint","First Contentful Paint","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","interactive","Time to Interactive","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","speed-index","Speed Index","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","total-blocking-time","Total Blocking Time","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","max-potential-fid","Max Potential First Input Delay","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","first-meaningful-paint","First Meaningful Paint","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","offscreen-images","Defer offscreen images","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","unminified-css","Minify CSS","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","unused-css-rules","Reduce unused CSS","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","unused-javascript","Reduce unused JavaScript","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","modern-image-formats","Serve images in next-gen formats","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-text-compression","Enable text compression","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","server-response-time","Initial server response time was short","binary","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-rel-preload","Preload key requests","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-http2","Use HTTP/2","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","efficient-animated-content","Use video formats for animated content","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","preload-lcp-image","Preload Largest Contentful Paint image","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","total-byte-weight","Avoids enormous network payloads","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-long-cache-ttl","Uses efficient cache policy on static assets","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","dom-size","Avoids an excessive DOM size","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","critical-request-chains","Avoid chaining critical requests","informative","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","user-timings","User Timing marks and measures","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","bootup-time","JavaScript execution time","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","mainthread-work-breakdown","Minimizes main-thread work","numeric","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","font-display","All text remains visible during webfont loads","binary","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","resource-summary","Keep request counts low and transfer sizes small","informative","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","third-party-summary","Minimize third-party usage","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","third-party-facades","Lazy load third-party resources with facades","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","largest-contentful-paint-element","Largest Contentful Paint element","informative","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","lcp-lazy-loaded","Largest Contentful Paint image was not lazily loaded","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","layout-shift-elements","Avoid large layout shifts","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","uses-passive-event-listeners","Uses passive listeners to improve scrolling performance","binary","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","no-document-write","Avoids `document.write()`","binary","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","long-tasks","Avoid long main-thread tasks","informative","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","non-composited-animations","Avoid non-composited animations","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","unsized-images","Image elements do not have explicit `width` and `height`","binary","0"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","no-unload-listeners","Avoids `unload` event listeners","binary","1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","performance-budget","Performance budget","notApplicable","-1"
"https://astro-git-master-ownwindows.vercel.app/bio/ruben","https://astro-git-master-ownwindows.vercel.app/bio/ruben","Performance","timing-budget","Timing budget","notApplicable","-1"
