URL,content_type,bytes,response
"https://astro-git-master-ownwindows.vercel.app/",text/html; charset=utf-8,3734,200
"https://astro-git-master-ownwindows.vercel.app/bio/ruben",text/html; charset=utf-8,1588,200
"https://astro-git-master-ownwindows.vercel.app/bio/frank",text/html; charset=utf-8,1643,200
"https://astro-git-master-ownwindows.vercel.app/bio/hans",text/html; charset=utf-8,1847,200
